filename,label,group
a01_win0133,1,a01
a01_win0134,1,a01
a01_win0135,1,a01
a01_win0136,1,a01
a01_win0137,1,a01
a01_win0138,1,a01
a01_win0139,1,a01
a01_win0140,1,a01
a01_win0141,1,a01
a01_win0142,1,a01
a01_win0143,1,a01
a01_win0144,1,a01
a01_win0145,1,a01
a01_win0146,1,a01
a01_win0147,1,a01
a01_win0148,1,a01
a01_win0149,1,a01
a01_win0150,1,a01
a01_win0151,1,a01
a01_win0152,1,a01
a01_win0153,1,a01
a01_win0154,1,a01
a01_win0155,1,a01
a01_win0156,1,a01
a01_win0157,1,a01
a01_win0158,1,a01
a01_win0159,1,a01
a01_win0160,1,a01
a01_win0161,1,a01
a01_win0162,1,a01
a01_win0163,1,a01
a01_win0164,1,a01
a01_win0165,1,a01
a01_win0166,1,a01
a01_win0167,1,a01
a01_win0168,1,a01
a01_win0169,1,a01
a01_win0170,1,a01
a01_win0171,1,a01
a01_win0172,1,a01
a01_win0173,1,a01
a01_win0174,1,a01
a01_win0175,1,a01
a01_win0176,1,a01
a01_win0177,1,a01
a01_win0178,1,a01
a01_win0179,1,a01
a01_win0180,1,a01
a01_win0181,1,a01
a01_win0182,1,a01
a01_win0183,1,a01
a01_win0184,1,a01
a01_win0185,1,a01
a01_win0186,1,a01
a01_win0187,1,a01
a01_win0188,1,a01
a01_win0189,1,a01
a01_win0190,1,a01
a01_win0191,1,a01
a01_win0192,1,a01
a01_win0193,1,a01
a01_win0194,1,a01
a01_win0195,1,a01
a01_win0196,1,a01
a01_win0197,1,a01
a01_win0198,1,a01
a01_win0199,1,a01
a01_win0200,1,a01
a01_win0201,1,a01
a01_win0202,1,a01
a01_win0203,1,a01
a01_win0204,1,a01
a01_win0205,1,a01
a01_win0206,1,a01
a01_win0207,1,a01
a01_win0208,1,a01
a01_win0209,1,a01
a01_win0210,1,a01
a01_win0211,1,a01
a01_win0212,1,a01
a01_win0213,1,a01
a01_win0214,1,a01
a01_win0215,1,a01
a01_win0216,1,a01
a01_win0217,1,a01
a01_win0218,1,a01
a01_win0219,1,a01
a01_win0220,1,a01
a01_win0221,1,a01
a01_win0222,1,a01
a01_win0223,1,a01
a01_win0224,1,a01
a01_win0225,1,a01
a01_win0226,1,a01
a01_win0227,0,a01
a01_win0228,0,a01
a01_win0229,0,a01
a01_win0230,0,a01
a01_win0231,1,a01
a01_win0232,1,a01
a01_win0233,1,a01
a01_win0234,1,a01
a01_win0235,1,a01
a01_win0236,1,a01
a01_win0237,1,a01
a01_win0238,1,a01
a01_win0239,1,a01
a01_win0240,1,a01
a01_win0241,1,a01
a01_win0242,1,a01
a01_win0243,1,a01
a01_win0244,1,a01
a01_win0245,1,a01
a01_win0246,1,a01
a01_win0247,1,a01
a01_win0248,1,a01
a01_win0249,1,a01
a01_win0250,1,a01
a01_win0251,1,a01
a01_win0252,1,a01
a01_win0253,1,a01
a01_win0254,1,a01
a01_win0255,1,a01
a01_win0256,1,a01
a01_win0257,1,a01
a01_win0258,1,a01
a01_win0259,1,a01
a01_win0260,1,a01
a01_win0261,1,a01
a01_win0262,1,a01
a01_win0263,1,a01
a01_win0264,1,a01
a01_win0265,1,a01
a01_win0266,1,a01
a01_win0267,1,a01
a01_win0268,1,a01
a01_win0269,1,a01
a01_win0270,1,a01
a01_win0271,1,a01
a01_win0272,1,a01
a01_win0273,1,a01
a01_win0274,1,a01
a01_win0275,1,a01
a01_win0276,1,a01
a01_win0277,1,a01
a01_win0278,1,a01
a01_win0279,1,a01
a01_win0280,1,a01
a01_win0281,1,a01
a01_win0282,1,a01
a01_win0283,1,a01
a01_win0284,1,a01
a01_win0285,1,a01
a01_win0286,1,a01
a01_win0287,1,a01
a01_win0288,1,a01
a01_win0289,1,a01
a01_win0290,1,a01
a01_win0291,1,a01
a01_win0292,1,a01
a01_win0293,1,a01
a01_win0294,1,a01
a01_win0295,1,a01
a01_win0296,1,a01
a01_win0297,1,a01
a01_win0298,1,a01
a01_win0299,1,a01
a01_win0300,1,a01
a01_win0301,1,a01
a01_win0302,1,a01
a01_win0303,1,a01
a01_win0304,1,a01
a01_win0305,1,a01
a01_win0306,1,a01
a01_win0307,1,a01
a01_win0308,1,a01
a01_win0309,1,a01
a01_win0310,1,a01
a01_win0311,1,a01
a01_win0312,1,a01
a01_win0313,1,a01
a01_win0314,1,a01
a01_win0315,1,a01
a01_win0316,1,a01
a01_win0317,1,a01
a01_win0318,1,a01
a01_win0319,1,a01
a01_win0320,1,a01
a01_win0321,1,a01
a01_win0322,1,a01
a01_win0323,1,a01
a01_win0324,1,a01
a01_win0325,1,a01
a01_win0326,1,a01
a01_win0327,1,a01
a01_win0328,1,a01
a01_win0329,1,a01
a01_win0330,1,a01
a01_win0331,1,a01
a01_win0332,1,a01
a01_win0333,1,a01
a01_win0334,1,a01
a01_win0335,1,a01
a01_win0336,1,a01
a01_win0337,1,a01
a01_win0338,1,a01
a01_win0339,1,a01
a01_win0340,1,a01
a01_win0341,1,a01
a01_win0342,1,a01
a01_win0343,1,a01
a01_win0344,1,a01
a01_win0345,1,a01
a01_win0346,1,a01
a01_win0347,1,a01
a01_win0348,1,a01
a01_win0349,1,a01
a01_win0350,1,a01
a01_win0351,1,a01
a01_win0352,0,a01
a01_win0353,0,a01
a01_win0354,1,a01
a01_win0355,1,a01
a01_win0356,1,a01
a01_win0357,1,a01
a01_win0358,1,a01
a01_win0359,1,a01
a01_win0360,1,a01
a01_win0361,1,a01
a01_win0362,1,a01
a01_win0363,1,a01
a01_win0364,1,a01
a01_win0365,1,a01
a01_win0366,1,a01
a01_win0367,1,a01
a01_win0368,1,a01
a01_win0369,1,a01
a01_win0370,1,a01
a01_win0371,1,a01
a01_win0372,1,a01
a01_win0373,1,a01
a01_win0374,1,a01
a01_win0375,1,a01
a01_win0376,1,a01
a01_win0377,1,a01
a01_win0378,1,a01
a01_win0379,1,a01
a01_win0380,1,a01
a01_win0381,1,a01
a01_win0382,1,a01
a01_win0383,1,a01
a01_win0384,1,a01
a01_win0385,1,a01
a01_win0386,1,a01
a01_win0387,1,a01
a01_win0388,1,a01
a01_win0389,1,a01
a01_win0390,1,a01
a01_win0391,1,a01
a01_win0392,1,a01
a01_win0393,1,a01
a01_win0394,1,a01
a01_win0395,1,a01
a01_win0396,1,a01
a01_win0397,1,a01
a01_win0398,1,a01
a01_win0399,1,a01
a01_win0400,1,a01
a01_win0401,1,a01
a01_win0402,1,a01
a01_win0403,1,a01
a01_win0404,1,a01
a01_win0405,1,a01
a01_win0406,1,a01
a01_win0407,1,a01
a01_win0408,1,a01
a01_win0409,1,a01
a01_win0410,1,a01
a01_win0411,1,a01
a01_win0412,1,a01
a01_win0413,1,a01
a01_win0414,1,a01
a01_win0415,1,a01
a01_win0416,1,a01
a01_win0417,1,a01
a01_win0418,1,a01
a01_win0419,1,a01
a01_win0420,1,a01
a01_win0421,1,a01
a01_win0422,1,a01
a01_win0423,1,a01
a01_win0424,1,a01
a01_win0425,1,a01
a01_win0426,1,a01
a01_win0427,1,a01
a01_win0428,1,a01
a01_win0429,1,a01
a01_win0430,1,a01
a01_win0431,1,a01
a01_win0432,1,a01
a01_win0433,1,a01
a01_win0434,1,a01
a01_win0435,1,a01
a01_win0436,1,a01
a01_win0437,1,a01
a01_win0438,1,a01
a01_win0439,1,a01
a01_win0440,1,a01
a01_win0441,1,a01
a01_win0442,1,a01
a01_win0443,1,a01
a01_win0444,1,a01
a01_win0445,1,a01
a01_win0446,1,a01
a01_win0447,1,a01
a01_win0448,1,a01
a01_win0449,1,a01
a01_win0450,1,a01
a01_win0451,1,a01
a01_win0452,1,a01
a01_win0453,1,a01
a01_win0454,1,a01
a01_win0455,1,a01
a01_win0456,1,a01
a01_win0457,1,a01
a01_win0458,1,a01
a01_win0459,1,a01
a01_win0460,1,a01
a01_win0461,1,a01
a01_win0462,1,a01
a01_win0463,1,a01
a01_win0464,1,a01
a01_win0465,1,a01
a01_win0466,1,a01
a01_win0467,1,a01
a01_win0468,1,a01
a01_win0469,1,a01
a01_win0470,1,a01
a01_win0471,1,a01
a01_win0472,1,a01
a01_win0473,1,a01
a01_win0474,1,a01
a01_win0475,1,a01
a01_win0476,1,a01
a01_win0477,1,a01
a01_win0478,1,a01
a01_win0479,1,a01
a01_win0480,1,a01
a01_win0481,1,a01
a01_win0482,1,a01
a01_win0483,1,a01
a01_win0484,1,a01
a01_win0485,1,a01
a01_win0486,1,a01
a01_win0487,1,a01
a01_win0488,1,a01
a02_win0000,0,a02
a02_win0001,0,a02
a02_win0002,0,a02
a02_win0003,0,a02
a02_win0004,0,a02
a02_win0005,0,a02
a02_win0006,0,a02
a02_win0007,0,a02
a02_win0008,0,a02
a02_win0009,0,a02
a02_win0010,0,a02
a02_win0011,0,a02
a02_win0012,0,a02
a02_win0013,0,a02
a02_win0014,0,a02
a02_win0015,0,a02
a02_win0016,0,a02
a02_win0017,0,a02
a02_win0018,0,a02
a02_win0019,0,a02
a02_win0020,0,a02
a02_win0021,1,a02
a02_win0022,1,a02
a02_win0023,1,a02
a02_win0024,1,a02
a02_win0025,1,a02
a02_win0026,1,a02
a02_win0027,1,a02
a02_win0028,1,a02
a02_win0029,1,a02
a02_win0030,1,a02
a02_win0031,1,a02
a02_win0032,1,a02
a02_win0033,1,a02
a02_win0034,1,a02
a02_win0035,1,a02
a02_win0036,1,a02
a02_win0037,1,a02
a02_win0038,1,a02
a02_win0039,1,a02
a02_win0040,1,a02
a02_win0041,1,a02
a02_win0042,1,a02
a02_win0043,1,a02
a02_win0044,1,a02
a02_win0045,1,a02
a02_win0046,1,a02
a02_win0047,1,a02
a02_win0048,1,a02
a02_win0049,1,a02
a02_win0050,1,a02
a02_win0051,1,a02
a02_win0052,1,a02
a02_win0053,1,a02
a02_win0054,1,a02
a02_win0055,1,a02
a02_win0056,1,a02
a02_win0057,1,a02
a02_win0058,1,a02
a02_win0059,1,a02
a02_win0060,1,a02
a02_win0061,1,a02
a02_win0062,1,a02
a02_win0063,1,a02
a02_win0064,1,a02
a02_win0065,1,a02
a02_win0066,1,a02
a02_win0067,1,a02
a02_win0068,1,a02
a02_win0069,1,a02
a02_win0070,1,a02
a02_win0071,1,a02
a02_win0072,1,a02
a02_win0073,1,a02
a02_win0074,1,a02
a02_win0075,1,a02
a02_win0076,1,a02
a02_win0077,1,a02
a02_win0078,1,a02
a02_win0079,1,a02
a02_win0080,1,a02
a02_win0081,1,a02
a02_win0082,1,a02
a02_win0083,1,a02
a02_win0084,1,a02
a02_win0085,1,a02
a02_win0086,1,a02
a02_win0087,1,a02
a02_win0088,1,a02
a02_win0089,1,a02
a02_win0090,1,a02
a02_win0091,1,a02
a02_win0092,1,a02
a02_win0093,1,a02
a02_win0094,1,a02
a02_win0095,1,a02
a02_win0096,1,a02
a02_win0097,1,a02
a02_win0098,1,a02
a02_win0099,1,a02
a02_win0100,1,a02
a02_win0101,1,a02
a02_win0102,1,a02
a02_win0103,1,a02
a02_win0104,1,a02
a02_win0105,1,a02
a02_win0106,1,a02
a02_win0107,1,a02
a02_win0108,1,a02
a02_win0109,1,a02
a02_win0110,1,a02
a02_win0111,1,a02
a02_win0112,1,a02
a02_win0113,1,a02
a02_win0114,1,a02
a02_win0115,1,a02
a02_win0116,1,a02
a02_win0117,1,a02
a02_win0118,1,a02
a02_win0119,1,a02
a02_win0120,1,a02
a02_win0121,1,a02
a02_win0122,1,a02
a02_win0123,1,a02
a02_win0124,1,a02
a02_win0125,1,a02
a02_win0126,1,a02
a02_win0127,1,a02
a02_win0128,1,a02
a02_win0129,1,a02
a02_win0130,0,a02
a02_win0131,0,a02
a02_win0132,0,a02
a02_win0133,0,a02
a02_win0134,0,a02
a02_win0135,0,a02
a02_win0136,0,a02
a02_win0137,0,a02
a02_win0138,0,a02
a02_win0139,0,a02
a02_win0140,0,a02
a02_win0141,0,a02
a02_win0142,0,a02
a02_win0143,0,a02
a02_win0144,0,a02
a02_win0145,0,a02
a02_win0146,0,a02
a02_win0147,0,a02
a02_win0148,0,a02
a02_win0149,0,a02
a02_win0150,0,a02
a02_win0151,0,a02
a02_win0152,0,a02
a02_win0153,0,a02
a02_win0154,0,a02
a02_win0155,0,a02
a02_win0156,0,a02
a02_win0157,0,a02
a02_win0158,0,a02
a02_win0159,0,a02
a02_win0160,0,a02
a02_win0161,0,a02
a02_win0162,0,a02
a02_win0163,0,a02
a02_win0164,0,a02
a02_win0165,0,a02
a02_win0166,0,a02
a02_win0167,0,a02
a02_win0168,0,a02
a02_win0169,0,a02
a02_win0170,0,a02
a02_win0171,0,a02
a02_win0172,0,a02
a02_win0173,0,a02
a02_win0174,0,a02
a02_win0175,0,a02
a02_win0176,1,a02
a02_win0177,1,a02
a02_win0178,1,a02
a02_win0179,1,a02
a02_win0180,1,a02
a02_win0181,1,a02
a02_win0182,1,a02
a02_win0183,1,a02
a02_win0184,1,a02
a02_win0185,1,a02
a02_win0186,1,a02
a02_win0187,1,a02
a02_win0188,1,a02
a02_win0189,1,a02
a02_win0190,1,a02
a02_win0191,1,a02
a02_win0192,1,a02
a02_win0193,1,a02
a02_win0194,1,a02
a02_win0195,1,a02
a02_win0196,1,a02
a02_win0197,1,a02
a02_win0198,1,a02
a02_win0199,1,a02
a02_win0200,1,a02
a02_win0201,0,a02
a02_win0202,0,a02
a02_win0203,0,a02
a02_win0204,0,a02
a02_win0205,0,a02
a02_win0206,0,a02
a02_win0207,1,a02
a02_win0208,1,a02
a02_win0209,1,a02
a02_win0210,1,a02
a02_win0211,1,a02
a02_win0212,1,a02
a02_win0213,1,a02
a02_win0214,1,a02
a02_win0215,1,a02
a02_win0216,1,a02
a02_win0217,1,a02
a02_win0218,1,a02
a02_win0219,1,a02
a02_win0220,1,a02
a02_win0221,1,a02
a02_win0222,1,a02
a02_win0223,1,a02
a02_win0224,1,a02
a02_win0225,1,a02
a02_win0226,1,a02
a02_win0227,1,a02
a02_win0228,1,a02
a02_win0229,1,a02
a02_win0230,1,a02
a02_win0231,1,a02
a02_win0232,1,a02
a02_win0233,1,a02
a02_win0234,1,a02
a02_win0235,1,a02
a02_win0236,1,a02
a02_win0237,1,a02
a02_win0238,1,a02
a02_win0239,1,a02
a02_win0240,1,a02
a02_win0241,1,a02
a02_win0242,1,a02
a02_win0243,1,a02
a02_win0244,1,a02
a02_win0245,1,a02
a02_win0246,1,a02
a02_win0247,1,a02
a02_win0248,1,a02
a02_win0249,1,a02
a02_win0250,1,a02
a02_win0251,1,a02
a02_win0252,1,a02
a02_win0253,1,a02
a02_win0254,1,a02
a02_win0255,1,a02
a02_win0256,1,a02
a02_win0257,1,a02
a02_win0258,1,a02
a02_win0259,1,a02
a02_win0260,1,a02
a02_win0261,1,a02
a02_win0262,1,a02
a02_win0263,1,a02
a02_win0264,1,a02
a02_win0265,1,a02
a02_win0266,0,a02
a02_win0267,0,a02
a02_win0268,0,a02
a02_win0269,0,a02
a02_win0270,1,a02
a02_win0271,1,a02
a02_win0272,1,a02
a02_win0273,1,a02
a02_win0274,1,a02
a02_win0275,1,a02
a02_win0276,1,a02
a02_win0277,1,a02
a02_win0278,1,a02
a02_win0279,1,a02
a02_win0280,1,a02
a02_win0281,1,a02
a02_win0282,0,a02
a02_win0283,0,a02
a02_win0284,0,a02
a02_win0285,0,a02
a02_win0286,0,a02
a02_win0287,0,a02
a02_win0288,1,a02
a02_win0289,1,a02
a02_win0290,1,a02
a02_win0291,1,a02
a02_win0292,1,a02
a02_win0293,1,a02
a02_win0294,1,a02
a02_win0295,0,a02
a02_win0296,0,a02
a02_win0297,1,a02
a02_win0298,1,a02
a02_win0299,1,a02
a02_win0300,1,a02
a02_win0301,1,a02
a02_win0302,1,a02
a02_win0303,1,a02
a02_win0304,1,a02
a02_win0305,1,a02
a02_win0306,1,a02
a02_win0307,1,a02
a02_win0308,0,a02
a02_win0309,0,a02
a02_win0310,0,a02
a02_win0311,0,a02
a02_win0312,1,a02
a02_win0313,1,a02
a02_win0314,1,a02
a02_win0315,1,a02
a02_win0316,1,a02
a02_win0317,1,a02
a02_win0318,1,a02
a02_win0319,1,a02
a02_win0320,1,a02
a02_win0321,1,a02
a02_win0322,1,a02
a02_win0323,1,a02
a02_win0324,1,a02
a02_win0325,1,a02
a02_win0326,0,a02
a02_win0327,0,a02
a02_win0328,0,a02
a02_win0329,1,a02
a02_win0330,1,a02
a02_win0331,1,a02
a02_win0332,1,a02
a02_win0333,1,a02
a02_win0334,1,a02
a02_win0335,1,a02
a02_win0336,1,a02
a02_win0337,1,a02
a02_win0338,1,a02
a02_win0339,1,a02
a02_win0340,1,a02
a02_win0341,1,a02
a02_win0342,1,a02
a02_win0343,1,a02
a02_win0344,1,a02
a02_win0345,1,a02
a02_win0346,1,a02
a02_win0347,1,a02
a02_win0348,1,a02
a02_win0349,1,a02
a02_win0350,1,a02
a02_win0351,1,a02
a02_win0352,1,a02
a02_win0353,1,a02
a02_win0354,1,a02
a02_win0355,1,a02
a02_win0356,1,a02
a02_win0357,1,a02
a02_win0358,1,a02
a02_win0359,1,a02
a02_win0360,1,a02
a02_win0361,1,a02
a02_win0362,1,a02
a02_win0363,1,a02
a02_win0364,1,a02
a02_win0365,1,a02
a02_win0366,1,a02
a02_win0367,1,a02
a02_win0368,1,a02
a02_win0369,1,a02
a02_win0370,1,a02
a02_win0371,1,a02
a02_win0372,1,a02
a02_win0373,1,a02
a02_win0374,1,a02
a02_win0375,1,a02
a02_win0376,1,a02
a02_win0377,1,a02
a02_win0378,1,a02
a02_win0379,1,a02
a02_win0380,1,a02
a02_win0381,1,a02
a02_win0382,1,a02
a02_win0383,1,a02
a02_win0384,1,a02
a02_win0385,1,a02
a02_win0386,1,a02
a02_win0387,1,a02
a02_win0388,1,a02
a02_win0389,0,a02
a02_win0390,0,a02
a02_win0391,0,a02
a02_win0392,1,a02
a02_win0393,1,a02
a02_win0394,1,a02
a02_win0395,1,a02
a02_win0396,1,a02
a02_win0397,1,a02
a02_win0398,1,a02
a02_win0399,1,a02
a02_win0400,1,a02
a02_win0401,1,a02
a02_win0402,1,a02
a02_win0403,1,a02
a02_win0404,1,a02
a02_win0405,1,a02
a02_win0406,1,a02
a02_win0407,1,a02
a02_win0408,1,a02
a02_win0409,1,a02
a02_win0410,1,a02
a02_win0411,1,a02
a02_win0412,1,a02
a02_win0413,1,a02
a02_win0414,1,a02
a02_win0415,1,a02
a02_win0416,1,a02
a02_win0417,1,a02
a02_win0418,1,a02
a02_win0419,1,a02
a02_win0420,1,a02
a02_win0421,1,a02
a02_win0422,1,a02
a02_win0423,1,a02
a02_win0424,1,a02
a02_win0425,1,a02
a02_win0426,1,a02
a02_win0427,1,a02
a02_win0428,1,a02
a02_win0429,1,a02
a02_win0430,1,a02
a02_win0431,1,a02
a02_win0432,0,a02
a02_win0433,0,a02
a02_win0434,0,a02
a02_win0435,0,a02
a02_win0436,1,a02
a02_win0437,1,a02
a02_win0438,1,a02
a02_win0439,1,a02
a02_win0440,1,a02
a02_win0441,1,a02
a02_win0442,1,a02
a02_win0443,1,a02
a02_win0444,1,a02
a02_win0445,1,a02
a02_win0446,1,a02
a02_win0447,1,a02
a02_win0448,1,a02
a02_win0449,1,a02
a02_win0450,1,a02
a02_win0451,1,a02
a02_win0452,1,a02
a02_win0453,1,a02
a02_win0454,1,a02
a02_win0455,1,a02
a02_win0456,1,a02
a02_win0457,1,a02
a02_win0458,1,a02
a02_win0459,1,a02
a02_win0460,1,a02
a02_win0461,1,a02
a02_win0462,1,a02
a02_win0463,1,a02
a02_win0464,1,a02
a02_win0465,1,a02
a02_win0466,1,a02
a02_win0467,1,a02
a02_win0468,1,a02
a02_win0469,1,a02
a02_win0470,1,a02
a02_win0471,1,a02
a02_win0472,1,a02
a02_win0473,1,a02
a02_win0474,1,a02
a02_win0475,1,a02
a02_win0476,1,a02
a02_win0477,1,a02
a02_win0478,1,a02
a02_win0479,1,a02
a02_win0480,1,a02
a02_win0481,1,a02
a02_win0482,1,a02
a02_win0483,1,a02
a02_win0484,1,a02
a02_win0485,1,a02
a02_win0486,1,a02
a02_win0487,1,a02
a02_win0488,1,a02
a02_win0489,1,a02
a02_win0490,1,a02
a02_win0491,1,a02
a02_win0492,1,a02
a02_win0493,1,a02
a02_win0494,1,a02
a02_win0495,1,a02
a02_win0496,1,a02
a02_win0497,1,a02
a02_win0498,1,a02
a02_win0499,1,a02
a02_win0500,0,a02
a02_win0501,0,a02
a02_win0502,0,a02
a02_win0503,0,a02
a02_win0504,0,a02
a02_win0505,0,a02
a02_win0506,0,a02
a02_win0507,0,a02
a02_win0508,0,a02
a02_win0509,1,a02
a02_win0510,1,a02
a02_win0511,1,a02
a02_win0512,1,a02
a02_win0513,1,a02
a02_win0514,1,a02
a02_win0515,1,a02
a02_win0516,1,a02
a02_win0517,1,a02
a02_win0518,1,a02
a02_win0519,1,a02
a02_win0520,1,a02
a02_win0521,1,a02
a02_win0522,1,a02
a02_win0523,1,a02
a02_win0524,1,a02
a02_win0525,1,a02
a02_win0526,1,a02
a02_win0527,1,a02
a03_win0000,0,a03
a03_win0001,0,a03
a03_win0002,0,a03
a03_win0003,0,a03
a03_win0004,0,a03
a03_win0005,0,a03
a03_win0006,0,a03
a03_win0007,0,a03
a03_win0008,0,a03
a03_win0009,0,a03
a03_win0010,0,a03
a03_win0011,0,a03
a03_win0012,0,a03
a03_win0013,1,a03
a03_win0014,1,a03
a03_win0015,1,a03
a03_win0016,1,a03
a03_win0017,1,a03
a03_win0018,1,a03
a03_win0019,1,a03
a03_win0020,1,a03
a03_win0021,1,a03
a03_win0022,1,a03
a03_win0023,1,a03
a03_win0024,1,a03
a03_win0025,1,a03
a03_win0026,1,a03
a03_win0027,1,a03
a03_win0028,1,a03
a03_win0029,1,a03
a03_win0030,1,a03
a03_win0031,1,a03
a03_win0032,1,a03
a03_win0033,1,a03
a03_win0034,1,a03
a03_win0035,1,a03
a03_win0036,1,a03
a03_win0037,1,a03
a03_win0038,1,a03
a03_win0039,1,a03
a03_win0040,1,a03
a03_win0041,1,a03
a03_win0042,1,a03
a03_win0043,1,a03
a03_win0044,1,a03
a03_win0045,1,a03
a03_win0046,1,a03
a03_win0047,1,a03
a03_win0048,1,a03
a03_win0049,1,a03
a03_win0050,1,a03
a03_win0051,1,a03
a03_win0052,1,a03
a03_win0053,1,a03
a03_win0054,1,a03
a03_win0055,1,a03
a03_win0056,1,a03
a03_win0057,1,a03
a03_win0058,1,a03
a03_win0059,1,a03
a03_win0060,0,a03
a03_win0061,0,a03
a03_win0062,0,a03
a03_win0063,0,a03
a03_win0064,0,a03
a03_win0065,0,a03
a03_win0066,0,a03
a03_win0067,0,a03
a03_win0068,0,a03
a03_win0069,0,a03
a03_win0070,0,a03
a03_win0071,0,a03
a03_win0072,0,a03
a03_win0073,0,a03
a03_win0074,0,a03
a03_win0075,0,a03
a03_win0076,0,a03
a03_win0077,0,a03
a03_win0078,0,a03
a03_win0079,0,a03
a03_win0080,0,a03
a03_win0081,0,a03
a03_win0082,0,a03
a03_win0083,0,a03
a03_win0084,0,a03
a03_win0085,0,a03
a03_win0086,0,a03
a03_win0087,0,a03
a03_win0088,0,a03
a03_win0089,0,a03
a03_win0090,0,a03
a03_win0091,0,a03
a03_win0092,0,a03
a03_win0093,0,a03
a03_win0094,0,a03
a03_win0095,0,a03
a03_win0096,0,a03
a03_win0097,0,a03
a03_win0098,0,a03
a03_win0099,0,a03
a03_win0100,0,a03
a03_win0101,0,a03
a03_win0102,0,a03
a03_win0103,0,a03
a03_win0104,0,a03
a03_win0105,1,a03
a03_win0106,1,a03
a03_win0107,1,a03
a03_win0108,1,a03
a03_win0109,1,a03
a03_win0110,1,a03
a03_win0111,1,a03
a03_win0112,1,a03
a03_win0113,1,a03
a03_win0114,1,a03
a03_win0115,1,a03
a03_win0116,1,a03
a03_win0117,1,a03
a03_win0118,1,a03
a03_win0119,1,a03
a03_win0120,1,a03
a03_win0121,1,a03
a03_win0122,1,a03
a03_win0123,1,a03
a03_win0124,1,a03
a03_win0125,1,a03
a03_win0126,1,a03
a03_win0127,1,a03
a03_win0128,1,a03
a03_win0129,1,a03
a03_win0130,1,a03
a03_win0131,1,a03
a03_win0132,1,a03
a03_win0133,1,a03
a03_win0134,1,a03
a03_win0135,1,a03
a03_win0136,1,a03
a03_win0137,1,a03
a03_win0138,1,a03
a03_win0139,1,a03
a03_win0140,1,a03
a03_win0141,1,a03
a03_win0142,1,a03
a03_win0143,1,a03
a03_win0144,1,a03
a03_win0145,1,a03
a03_win0146,1,a03
a03_win0147,0,a03
